session_id,facility_id,facility_name,county,mentor_id,provider_id,provider_cadre,session_date,session_type,scenario,steps_expected,steps_done_correctly,teamwork_score,communication_score,guideline_adherence_score,overall_competence_level,followup_required,followup_type
S00340,F028,F028 Facility,Murang'a,M013,P023,nurse_midwife,2025-05-16,bedside_coaching,PPH,12,9,2,3,5,intermediate,True,none
S00341,F012,F012 Facility,Kiambu,M009,P072,clinical_officer,2025-01-28,CME_session,routine_delivery,12,5,3,3,5,beginner,True,repeat_drill
S00342,F022,F022 Facility,Murang'a,M013,P005,nurse_midwife,2025-06-22,bedside_coaching,routine_delivery,10,9,5,3,4,advanced,False,none
S00343,F012,F012 Facility,Kisumu,M003,P085,nurse_midwife,2024-09-25,CME_session,routine_delivery,8,4,4,3,4,beginner,True,repeat_drill
S00344,F007,F007 Facility,Kisumu,M003,P100,clinical_officer,2025-01-08,bedside_coaching,routine_delivery,13,7,5,2,4,beginner,True,repeat_drill
S00345,F026,F026 Facility,Kakamega,M019,P073,nurse_midwife,2024-09-23,bedside_coaching,eclampsia,12,8,2,2,3,intermediate,True,none
S00346,F002,F002 Facility,Murang'a,M016,P001,clinical_officer,2024-03-15,simulation_drill,sepsis,16,14,2,4,3,advanced,False,none
S00347,F003,F003 Facility,Machakos,M010,P053,clinical_officer,2025-04-27,bedside_coaching,eclampsia,9,4,2,2,2,beginner,True,repeat_drill
S00348,F017,F017 Facility,Kakamega,M010,P023,clinical_officer,2024-12-05,CME_session,sepsis,16,11,5,3,3,intermediate,True,none
S00349,F006,F006 Facility,Nairobi,M004,P059,nurse_midwife,2024-01-19,bedside_coaching,sepsis,13,9,5,3,3,intermediate,True,none
S00350,F020,F020 Facility,Murang'a,M001,P107,clinical_officer,2024-09-14,CME_session,routine_delivery,14,5,5,3,3,beginner,True,repeat_drill
S00351,F011,F011 Facility,Murang'a,M011,P011,clinical_officer,2025-01-08,CME_session,eclampsia,16,16,2,4,5,advanced,False,none
S00352,F016,F016 Facility,Nairobi,M007,P090,nurse_midwife,2025-04-02,bedside_coaching,eclampsia,8,7,5,3,3,advanced,False,none
S00353,F012,F012 Facility,Kisumu,M015,P108,clinical_officer,2024-08-09,CME_session,eclampsia,11,8,3,5,3,intermediate,True,none
S00354,F028,F028 Facility,Machakos,M007,P039,nurse_midwife,2025-04-11,simulation_drill,eclampsia,13,5,3,2,2,beginner,True,repeat_drill
S00355,F009,F009 Facility,Bungoma,M012,P119,nurse_midwife,2024-09-11,CME_session,PPH,12,8,4,4,2,intermediate,True,none
S00356,F018,F018 Facility,Kisumu,M019,P064,nurse_midwife,2024-02-14,simulation_drill,PPH,10,4,4,4,3,beginner,True,repeat_drill
S00357,F007,F007 Facility,Nairobi,M018,P007,nurse_midwife,2024-09-17,simulation_drill,routine_delivery,13,6,5,2,2,beginner,True,repeat_drill
S00358,F024,F024 Facility,Busia,M017,P051,clinical_officer,2024-12-01,CME_session,neonatal_resuscitation,14,13,3,3,4,advanced,False,none
S00359,F006,F006 Facility,Busia,M012,P060,clinical_officer,2025-01-10,CME_session,sepsis,15,12,4,4,3,intermediate,True,none
S00360,F019,F019 Facility,Machakos,M001,P012,nurse_midwife,2024-05-29,bedside_coaching,eclampsia,15,12,5,5,4,intermediate,True,none
S00361,F020,F020 Facility,Kakamega,M003,P055,clinical_officer,2024-02-29,CME_session,neonatal_resuscitation,10,5,3,3,2,beginner,True,repeat_drill
S00362,F009,F009 Facility,Busia,M001,P094,nurse_midwife,2024-11-21,bedside_coaching,sepsis,9,6,5,3,2,intermediate,True,none
S00363,F006,F006 Facility,Kakamega,M008,P067,clinical_officer,2024-08-06,bedside_coaching,eclampsia,8,7,3,2,5,advanced,False,none
S00364,F011,F011 Facility,Kisumu,M015,P026,clinical_officer,2025-05-09,bedside_coaching,sepsis,11,7,3,2,5,intermediate,True,none
S00365,F011,F011 Facility,Kisumu,M014,P046,clinical_officer,2025-02-01,CME_session,routine_delivery,16,7,2,4,5,beginner,True,repeat_drill
S00366,F008,F008 Facility,Nairobi,M017,P119,clinical_officer,2025-06-24,simulation_drill,neonatal_resuscitation,11,10,4,3,3,advanced,False,none
S00367,F014,F014 Facility,Busia,M001,P059,clinical_officer,2024-01-25,bedside_coaching,sepsis,14,7,2,2,4,beginner,True,repeat_drill
S00368,F025,F025 Facility,Kisumu,M016,P120,clinical_officer,2025-07-12,simulation_drill,routine_delivery,13,5,5,5,2,beginner,True,repeat_drill
S00369,F003,F003 Facility,Kisumu,M001,P009,clinical_officer,2024-03-14,CME_session,routine_delivery,16,14,5,3,5,advanced,False,none
S00370,F029,F029 Facility,Nairobi,M017,P028,nurse_midwife,2024-12-30,bedside_coaching,eclampsia,9,6,4,3,2,intermediate,True,none
S00371,F013,F013 Facility,Nairobi,M013,P080,clinical_officer,2025-03-03,CME_session,PPH,13,5,4,4,3,beginner,True,repeat_drill
S00372,F011,F011 Facility,Machakos,M003,P078,clinical_officer,2025-04-03,simulation_drill,routine_delivery,14,12,2,3,3,advanced,False,none
S00373,F006,F006 Facility,Busia,M016,P101,nurse_midwife,2024-05-09,bedside_coaching,sepsis,9,6,4,3,2,intermediate,True,none
S00374,F006,F006 Facility,Murang'a,M017,P079,nurse_midwife,2024-11-28,bedside_coaching,neonatal_resuscitation,8,5,3,2,5,intermediate,True,none
S00375,F005,F005 Facility,Kiambu,M009,P108,clinical_officer,2024-08-02,simulation_drill,PPH,8,8,5,5,2,advanced,False,none
S00376,F021,F021 Facility,Kiambu,M007,P045,nurse_midwife,2024-11-23,bedside_coaching,neonatal_resuscitation,16,13,4,3,2,intermediate,True,none
S00377,F018,F018 Facility,Kiambu,M012,P038,clinical_officer,2024-01-04,CME_session,routine_delivery,11,4,5,3,4,beginner,True,repeat_drill
S00378,F027,F027 Facility,Kiambu,M001,P120,clinical_officer,2024-10-11,CME_session,PPH,11,8,5,5,4,intermediate,True,none
S00379,F025,F025 Facility,Busia,M005,P081,clinical_officer,2024-07-15,bedside_coaching,routine_delivery,9,9,2,3,2,advanced,False,none
S00380,F010,F010 Facility,Kisumu,M018,P084,nurse_midwife,2025-04-24,simulation_drill,PPH,11,9,5,4,4,intermediate,True,none
S00381,F022,F022 Facility,Kakamega,M006,P017,nurse_midwife,2025-03-30,CME_session,sepsis,13,8,5,2,3,intermediate,True,none
S00382,F004,F004 Facility,Nairobi,M005,P043,nurse_midwife,2025-04-04,CME_session,eclampsia,14,11,4,4,4,intermediate,True,none
S00383,F012,F012 Facility,Kiambu,M016,P039,nurse_midwife,2024-03-07,CME_session,PPH,8,6,3,2,5,intermediate,True,none
S00384,F007,F007 Facility,Kakamega,M016,P014,nurse_midwife,2025-06-15,bedside_coaching,eclampsia,12,7,4,5,4,beginner,True,repeat_drill
S00385,F009,F009 Facility,Machakos,M011,P027,clinical_officer,2025-08-02,bedside_coaching,eclampsia,11,7,4,5,3,intermediate,True,none
S00386,F006,F006 Facility,Machakos,M001,P024,nurse_midwife,2025-04-03,bedside_coaching,neonatal_resuscitation,13,8,5,2,3,intermediate,True,none
S00387,F008,F008 Facility,Kakamega,M016,P114,nurse_midwife,2024-12-13,CME_session,sepsis,15,5,5,4,3,beginner,True,repeat_drill
S00388,F006,F006 Facility,Machakos,M002,P005,clinical_officer,2024-01-13,CME_session,eclampsia,9,7,3,4,3,intermediate,True,none
S00389,F030,F030 Facility,Nairobi,M018,P062,nurse_midwife,2025-07-20,bedside_coaching,neonatal_resuscitation,11,7,3,4,2,intermediate,True,none
S00390,F026,F026 Facility,Nairobi,M014,P031,nurse_midwife,2025-02-16,bedside_coaching,sepsis,10,5,4,3,5,beginner,True,repeat_drill
S00391,F028,F028 Facility,Kisumu,M020,P118,clinical_officer,2024-03-13,CME_session,routine_delivery,16,12,5,4,2,intermediate,True,none
S00392,F027,F027 Facility,Murang'a,M011,P032,nurse_midwife,2025-02-03,bedside_coaching,sepsis,12,7,3,5,4,beginner,True,repeat_drill
S00393,F019,F019 Facility,Kakamega,M003,P065,clinical_officer,2024-04-21,bedside_coaching,sepsis,10,8,5,3,3,intermediate,True,none
S00394,F027,F027 Facility,Kakamega,M020,P011,nurse_midwife,2024-12-13,bedside_coaching,PPH,10,8,5,3,4,intermediate,True,none
S00395,F020,F020 Facility,Busia,M009,P086,nurse_midwife,2024-03-13,CME_session,neonatal_resuscitation,15,5,2,5,4,beginner,True,repeat_drill
S00396,F021,F021 Facility,Kakamega,M004,P024,clinical_officer,2025-05-09,CME_session,neonatal_resuscitation,15,11,2,5,4,intermediate,True,none
S00397,F026,F026 Facility,Murang'a,M017,P032,clinical_officer,2025-01-09,bedside_coaching,eclampsia,13,5,3,3,4,beginner,True,repeat_drill
S00398,F022,F022 Facility,Kisumu,M011,P089,nurse_midwife,2024-06-07,CME_session,eclampsia,14,9,2,4,5,intermediate,True,none
S00399,F013,F013 Facility,Nairobi,M014,P095,clinical_officer,2025-03-19,simulation_drill,eclampsia,13,11,4,3,3,intermediate,True,none
S00400,F025,F025 Facility,Kakamega,M013,P063,clinical_officer,2025-08-18,CME_session,eclampsia,12,5,3,4,3,beginner,True,repeat_drill
S00401,F028,F028 Facility,Kiambu,M008,P119,clinical_officer,2024-08-06,bedside_coaching,eclampsia,12,11,2,3,2,advanced,False,none
S00402,F025,F025 Facility,Kiambu,M015,P089,clinical_officer,2024-09-26,bedside_coaching,routine_delivery,14,13,5,5,3,advanced,False,none
S00403,F005,F005 Facility,Nairobi,M003,P013,clinical_officer,2024-09-16,bedside_coaching,PPH,15,7,3,5,5,beginner,True,repeat_drill
S00404,F022,F022 Facility,Kiambu,M002,P092,nurse_midwife,2024-12-17,simulation_drill,routine_delivery,16,13,5,4,2,intermediate,True,none
S00405,F012,F012 Facility,Kakamega,M019,P075,clinical_officer,2025-07-01,CME_session,neonatal_resuscitation,9,6,2,2,5,intermediate,True,none
S00406,F010,F010 Facility,Machakos,M005,P019,clinical_officer,2024-11-13,simulation_drill,neonatal_resuscitation,14,6,4,2,3,beginner,True,repeat_drill
S00407,F027,F027 Facility,Machakos,M017,P073,nurse_midwife,2025-04-16,simulation_drill,routine_delivery,16,15,2,2,3,advanced,False,none
S00408,F012,F012 Facility,Busia,M018,P073,nurse_midwife,2024-02-07,simulation_drill,neonatal_resuscitation,12,5,3,4,5,beginner,True,repeat_drill
S00409,F002,F002 Facility,Kiambu,M012,P034,clinical_officer,2024-07-01,bedside_coaching,eclampsia,10,10,2,4,2,advanced,False,none
S00410,F017,F017 Facility,Kiambu,M014,P057,nurse_midwife,2024-10-01,CME_session,eclampsia,8,7,4,5,2,advanced,False,none
S00411,F007,F007 Facility,Kisumu,M013,P035,nurse_midwife,2025-06-24,simulation_drill,eclampsia,12,9,4,4,5,intermediate,True,none
S00412,F013,F013 Facility,Kiambu,M017,P089,clinical_officer,2024-03-18,simulation_drill,PPH,16,11,3,3,4,intermediate,True,none
S00413,F019,F019 Facility,Bungoma,M007,P097,clinical_officer,2024-02-13,CME_session,sepsis,8,7,3,5,3,advanced,False,none
S00414,F008,F008 Facility,Kisumu,M007,P049,nurse_midwife,2024-04-23,simulation_drill,routine_delivery,10,8,5,2,4,intermediate,True,none
S00415,F016,F016 Facility,Kiambu,M017,P036,clinical_officer,2025-01-17,bedside_coaching,routine_delivery,14,8,5,2,2,beginner,True,repeat_drill
S00416,F019,F019 Facility,Bungoma,M009,P049,clinical_officer,2025-06-10,simulation_drill,routine_delivery,12,7,4,5,2,beginner,True,repeat_drill
S00417,F004,F004 Facility,Bungoma,M018,P118,clinical_officer,2025-04-10,bedside_coaching,routine_delivery,14,13,4,3,3,advanced,False,none
S00418,F010,F010 Facility,Busia,M007,P006,nurse_midwife,2025-02-04,simulation_drill,routine_delivery,13,9,3,3,5,intermediate,True,none
S00419,F024,F024 Facility,Nairobi,M013,P015,clinical_officer,2025-03-24,CME_session,neonatal_resuscitation,11,10,3,3,5,advanced,False,none
S00420,F018,F018 Facility,Murang'a,M007,P058,nurse_midwife,2025-04-23,simulation_drill,routine_delivery,15,12,5,4,2,intermediate,True,none
S00421,F015,F015 Facility,Kakamega,M005,P006,clinical_officer,2025-02-27,bedside_coaching,neonatal_resuscitation,14,7,4,5,4,beginner,True,repeat_drill
S00422,F014,F014 Facility,Bungoma,M007,P051,nurse_midwife,2025-07-19,CME_session,PPH,11,10,3,3,3,advanced,False,none
S00423,F029,F029 Facility,Machakos,M006,P013,nurse_midwife,2024-08-24,bedside_coaching,routine_delivery,11,5,3,2,4,beginner,True,repeat_drill
S00424,F021,F021 Facility,Busia,M002,P118,nurse_midwife,2024-06-27,simulation_drill,eclampsia,11,9,4,5,3,intermediate,True,none
S00425,F024,F024 Facility,Busia,M001,P011,nurse_midwife,2024-05-12,CME_session,routine_delivery,15,11,3,3,2,intermediate,True,none
S00426,F003,F003 Facility,Murang'a,M010,P042,clinical_officer,2024-09-30,CME_session,PPH,11,7,4,2,5,intermediate,True,none
S00427,F023,F023 Facility,Kakamega,M020,P020,nurse_midwife,2024-07-20,bedside_coaching,routine_delivery,9,4,5,4,3,beginner,True,repeat_drill
S00428,F018,F018 Facility,Machakos,M003,P031,nurse_midwife,2024-01-20,CME_session,eclampsia,14,12,3,3,3,advanced,False,none
S00429,F030,F030 Facility,Bungoma,M013,P009,clinical_officer,2024-03-04,bedside_coaching,sepsis,15,9,5,2,4,intermediate,True,none
S00430,F029,F029 Facility,Kisumu,M011,P069,nurse_midwife,2025-06-01,simulation_drill,PPH,14,7,2,5,4,beginner,True,repeat_drill
S00431,F022,F022 Facility,Machakos,M003,P096,clinical_officer,2025-05-31,CME_session,neonatal_resuscitation,10,5,3,3,2,beginner,True,repeat_drill
S00432,F003,F003 Facility,Nairobi,M003,P118,nurse_midwife,2025-05-07,simulation_drill,eclampsia,16,15,3,3,5,advanced,False,none
S00433,F010,F010 Facility,Busia,M003,P080,clinical_officer,2024-09-30,simulation_drill,PPH,16,7,3,4,4,beginner,True,repeat_drill
S00434,F009,F009 Facility,Machakos,M010,P018,clinical_officer,2024-11-03,simulation_drill,sepsis,13,8,4,4,5,intermediate,True,none
S00435,F024,F024 Facility,Busia,M019,P017,nurse_midwife,2024-03-24,simulation_drill,routine_delivery,8,4,2,4,5,beginner,True,repeat_drill
S00436,F030,F030 Facility,Kiambu,M008,P095,clinical_officer,2025-08-14,CME_session,eclampsia,9,5,3,4,2,beginner,True,repeat_drill
S00437,F001,F001 Facility,Machakos,M002,P042,clinical_officer,2024-07-27,simulation_drill,PPH,12,6,5,3,5,beginner,True,repeat_drill
S00438,F027,F027 Facility,Kakamega,M015,P102,clinical_officer,2025-03-18,CME_session,routine_delivery,12,6,5,2,5,beginner,True,repeat_drill
S00439,F030,F030 Facility,Bungoma,M006,P073,clinical_officer,2024-05-08,CME_session,PPH,16,13,4,3,5,intermediate,True,none
S00440,F012,F012 Facility,Kiambu,M010,P009,nurse_midwife,2024-01-30,CME_session,eclampsia,8,6,4,3,3,intermediate,True,none
S00441,F002,F002 Facility,Bungoma,M016,P053,nurse_midwife,2024-11-28,simulation_drill,neonatal_resuscitation,13,5,3,2,2,beginner,True,repeat_drill
S00442,F010,F010 Facility,Bungoma,M014,P073,nurse_midwife,2025-01-17,simulation_drill,routine_delivery,8,6,4,4,2,intermediate,True,none
S00443,F016,F016 Facility,Nairobi,M010,P062,nurse_midwife,2024-01-23,CME_session,sepsis,12,5,5,4,3,beginner,True,repeat_drill
S00444,F013,F013 Facility,Murang'a,M017,P112,clinical_officer,2024-10-29,simulation_drill,eclampsia,10,7,3,3,4,intermediate,True,none
S00445,F018,F018 Facility,Nairobi,M007,P062,clinical_officer,2024-01-16,simulation_drill,eclampsia,10,4,3,3,4,beginner,True,repeat_drill
S00446,F018,F018 Facility,Machakos,M014,P023,clinical_officer,2024-11-13,CME_session,PPH,11,6,4,5,2,beginner,True,repeat_drill
S00447,F029,F029 Facility,Murang'a,M002,P034,nurse_midwife,2025-01-24,simulation_drill,neonatal_resuscitation,10,9,3,4,4,advanced,False,none
S00448,F008,F008 Facility,Kakamega,M012,P086,clinical_officer,2025-04-08,CME_session,neonatal_resuscitation,9,6,5,4,3,intermediate,True,none
S00449,F007,F007 Facility,Murang'a,M007,P116,nurse_midwife,2024-12-13,CME_session,PPH,8,5,2,4,4,intermediate,True,none
S00450,F008,F008 Facility,Kisumu,M020,P020,clinical_officer,2025-07-02,CME_session,PPH,8,5,4,2,4,intermediate,True,none
S00451,F025,F025 Facility,Murang'a,M007,P009,nurse_midwife,2024-07-28,CME_session,routine_delivery,15,7,5,4,4,beginner,True,repeat_drill
S00452,F013,F013 Facility,Kisumu,M001,P082,nurse_midwife,2025-01-18,simulation_drill,routine_delivery,8,4,4,5,3,beginner,True,repeat_drill
S00453,F015,F015 Facility,Kisumu,M009,P051,clinical_officer,2024-03-18,CME_session,eclampsia,9,5,4,2,4,beginner,True,repeat_drill
S00454,F014,F014 Facility,Kiambu,M009,P006,clinical_officer,2025-06-02,simulation_drill,neonatal_resuscitation,10,4,2,2,5,beginner,True,repeat_drill
S00455,F027,F027 Facility,Busia,M002,P013,nurse_midwife,2025-07-29,CME_session,eclampsia,9,9,2,5,3,advanced,False,none
S00456,F010,F010 Facility,Bungoma,M012,P047,nurse_midwife,2024-09-03,CME_session,sepsis,11,5,4,3,2,beginner,True,repeat_drill
S00457,F016,F016 Facility,Kisumu,M004,P102,nurse_midwife,2024-06-11,bedside_coaching,PPH,10,9,2,2,3,advanced,False,none
S00458,F011,F011 Facility,Murang'a,M003,P069,nurse_midwife,2024-12-17,simulation_drill,PPH,15,11,3,3,5,intermediate,True,none
S00459,F024,F024 Facility,Kakamega,M019,P063,clinical_officer,2025-05-14,CME_session,routine_delivery,8,8,4,3,3,advanced,False,none
S00460,F012,F012 Facility,Kiambu,M006,P103,clinical_officer,2024-11-14,simulation_drill,PPH,16,14,4,3,4,advanced,False,none
S00461,F003,F003 Facility,Bungoma,M010,P063,clinical_officer,2024-07-10,bedside_coaching,routine_delivery,11,10,5,3,3,advanced,False,none
S00462,F001,F001 Facility,Kisumu,M015,P001,clinical_officer,2024-12-29,CME_session,eclampsia,13,6,3,2,4,beginner,True,repeat_drill
S00463,F008,F008 Facility,Kakamega,M012,P116,nurse_midwife,2025-02-02,CME_session,sepsis,12,8,4,4,3,intermediate,True,none
S00464,F008,F008 Facility,Busia,M001,P019,nurse_midwife,2024-08-20,simulation_drill,PPH,11,5,2,2,3,beginner,True,repeat_drill
S00465,F020,F020 Facility,Kiambu,M010,P002,clinical_officer,2024-12-18,bedside_coaching,routine_delivery,9,6,5,5,3,intermediate,True,none
S00466,F003,F003 Facility,Bungoma,M010,P095,clinical_officer,2024-08-27,simulation_drill,neonatal_resuscitation,11,8,3,4,4,intermediate,True,none
S00467,F030,F030 Facility,Busia,M017,P019,nurse_midwife,2025-07-21,simulation_drill,routine_delivery,13,9,2,5,2,intermediate,True,none
S00468,F008,F008 Facility,Busia,M017,P069,nurse_midwife,2025-05-17,simulation_drill,eclampsia,9,8,5,2,4,advanced,False,none
S00469,F013,F013 Facility,Murang'a,M005,P069,clinical_officer,2025-03-21,CME_session,sepsis,13,10,3,5,3,intermediate,True,none
S00470,F002,F002 Facility,Murang'a,M008,P098,nurse_midwife,2024-05-09,bedside_coaching,PPH,10,7,4,4,3,intermediate,True,none
S00471,F029,F029 Facility,Machakos,M006,P049,clinical_officer,2024-12-17,CME_session,neonatal_resuscitation,15,8,3,4,4,beginner,True,repeat_drill
S00472,F018,F018 Facility,Nairobi,M008,P016,nurse_midwife,2025-06-03,simulation_drill,routine_delivery,10,7,4,4,2,intermediate,True,none
S00473,F027,F027 Facility,Kisumu,M017,P067,nurse_midwife,2025-04-30,simulation_drill,sepsis,9,6,4,2,4,intermediate,True,none
S00474,F022,F022 Facility,Kakamega,M003,P093,nurse_midwife,2024-05-27,bedside_coaching,PPH,15,7,5,3,2,beginner,True,repeat_drill
S00475,F024,F024 Facility,Kakamega,M007,P045,clinical_officer,2025-03-24,simulation_drill,eclampsia,14,5,5,2,3,beginner,True,repeat_drill
S00476,F028,F028 Facility,Kisumu,M013,P025,clinical_officer,2025-07-16,simulation_drill,neonatal_resuscitation,13,11,2,4,5,intermediate,True,none
S00477,F015,F015 Facility,Kiambu,M015,P118,clinical_officer,2025-08-01,simulation_drill,eclampsia,16,6,3,5,5,beginner,True,repeat_drill
S00478,F012,F012 Facility,Machakos,M004,P082,clinical_officer,2024-04-18,CME_session,PPH,16,15,3,5,4,advanced,False,none
S00479,F011,F011 Facility,Busia,M012,P110,nurse_midwife,2025-01-15,simulation_drill,sepsis,12,7,5,3,3,beginner,True,repeat_drill
S00480,F016,F016 Facility,Murang'a,M012,P097,nurse_midwife,2025-05-22,simulation_drill,eclampsia,14,8,2,4,5,beginner,True,repeat_drill
S00481,F008,F008 Facility,Nairobi,M002,P078,clinical_officer,2025-06-27,simulation_drill,PPH,15,6,4,3,5,beginner,True,repeat_drill
S00482,F007,F007 Facility,Machakos,M006,P052,clinical_officer,2024-11-23,bedside_coaching,neonatal_resuscitation,11,4,5,4,4,beginner,True,repeat_drill
S00483,F020,F020 Facility,Murang'a,M008,P042,nurse_midwife,2024-04-11,bedside_coaching,PPH,14,11,3,4,2,intermediate,True,none
S00484,F006,F006 Facility,Busia,M020,P028,nurse_midwife,2024-09-29,CME_session,sepsis,12,10,4,5,3,intermediate,True,none
S00485,F012,F012 Facility,Murang'a,M004,P095,clinical_officer,2024-10-25,simulation_drill,sepsis,13,10,3,5,5,intermediate,True,none
S00486,F028,F028 Facility,Kiambu,M006,P120,clinical_officer,2025-05-04,simulation_drill,PPH,16,14,3,5,2,advanced,False,none
S00487,F019,F019 Facility,Kiambu,M008,P024,nurse_midwife,2024-05-03,CME_session,sepsis,14,11,5,4,4,intermediate,True,none
S00488,F026,F026 Facility,Kiambu,M016,P095,nurse_midwife,2024-01-25,bedside_coaching,neonatal_resuscitation,12,7,3,3,5,beginner,True,repeat_drill
S00489,F024,F024 Facility,Bungoma,M014,P018,clinical_officer,2025-02-12,simulation_drill,neonatal_resuscitation,15,13,3,5,2,advanced,False,none
S00490,F025,F025 Facility,Bungoma,M015,P076,nurse_midwife,2024-07-31,CME_session,eclampsia,11,4,2,5,5,beginner,True,repeat_drill
S00491,F025,F025 Facility,Murang'a,M020,P024,nurse_midwife,2024-04-21,CME_session,sepsis,13,10,2,5,3,intermediate,True,none
S00492,F013,F013 Facility,Busia,M004,P119,nurse_midwife,2024-12-27,CME_session,routine_delivery,15,8,5,3,4,beginner,True,repeat_drill
S00493,F010,F010 Facility,Bungoma,M002,P080,clinical_officer,2025-04-04,CME_session,neonatal_resuscitation,16,9,5,3,3,beginner,True,repeat_drill
S00494,F028,F028 Facility,Bungoma,M005,P117,nurse_midwife,2025-07-11,bedside_coaching,routine_delivery,9,8,3,5,5,advanced,False,none
S00495,F008,F008 Facility,Bungoma,M008,P080,clinical_officer,2025-01-29,simulation_drill,neonatal_resuscitation,15,12,3,5,3,intermediate,True,none
S00496,F013,F013 Facility,Nairobi,M012,P002,clinical_officer,2024-01-10,CME_session,routine_delivery,8,6,4,2,3,intermediate,True,none
S00497,F017,F017 Facility,Murang'a,M004,P009,clinical_officer,2024-11-20,simulation_drill,routine_delivery,16,13,3,2,5,intermediate,True,none
S00498,F020,F020 Facility,Nairobi,M019,P085,clinical_officer,2024-05-06,CME_session,eclampsia,15,13,4,5,2,advanced,False,none
S00499,F014,F014 Facility,Bungoma,M018,P083,nurse_midwife,2024-05-14,CME_session,PPH,12,4,3,3,3,beginner,True,repeat_drill
S00500,F022,F022 Facility,Kakamega,M014,P011,clinical_officer,2024-11-29,simulation_drill,sepsis,12,11,4,5,5,advanced,False,none
S00501,F014,F014 Facility,Machakos,M002,P039,nurse_midwife,2025-07-11,CME_session,eclampsia,14,10,3,3,3,intermediate,True,none
S00502,F022,F022 Facility,Kakamega,M004,P024,clinical_officer,2024-03-20,bedside_coaching,sepsis,8,8,4,4,5,advanced,False,none
S00503,F015,F015 Facility,Kakamega,M011,P073,clinical_officer,2024-02-26,CME_session,sepsis,10,7,2,4,4,intermediate,True,none
S00504,F015,F015 Facility,Machakos,M014,P035,clinical_officer,2024-12-01,simulation_drill,routine_delivery,8,6,5,5,4,intermediate,True,none
S00505,F029,F029 Facility,Busia,M014,P053,nurse_midwife,2025-05-16,simulation_drill,PPH,9,6,2,2,2,intermediate,True,none
S00506,F030,F030 Facility,Busia,M013,P086,nurse_midwife,2024-02-23,simulation_drill,eclampsia,15,12,2,2,3,intermediate,True,none
S00507,F023,F023 Facility,Bungoma,M007,P066,nurse_midwife,2024-05-19,simulation_drill,neonatal_resuscitation,12,10,4,3,3,intermediate,True,none
S00508,F001,F001 Facility,Kakamega,M011,P084,clinical_officer,2024-07-09,CME_session,PPH,9,6,3,2,3,intermediate,True,none
S00509,F012,F012 Facility,Kakamega,M004,P011,nurse_midwife,2025-08-05,bedside_coaching,neonatal_resuscitation,8,7,4,4,3,advanced,False,none
S00510,F011,F011 Facility,Kisumu,M011,P054,nurse_midwife,2025-03-07,bedside_coaching,routine_delivery,9,8,4,2,3,advanced,False,none
S00511,F014,F014 Facility,Machakos,M012,P087,clinical_officer,2024-06-05,simulation_drill,eclampsia,16,14,2,4,3,advanced,False,none
S00512,F028,F028 Facility,Nairobi,M008,P104,nurse_midwife,2025-06-06,CME_session,neonatal_resuscitation,14,6,4,5,2,beginner,True,repeat_drill
S00513,F020,F020 Facility,Nairobi,M018,P073,nurse_midwife,2024-08-16,bedside_coaching,PPH,14,12,2,4,4,advanced,False,none
S00514,F019,F019 Facility,Nairobi,M004,P029,clinical_officer,2024-09-16,bedside_coaching,routine_delivery,15,7,2,5,5,beginner,True,repeat_drill
S00515,F017,F017 Facility,Kisumu,M020,P013,nurse_midwife,2025-04-16,bedside_coaching,routine_delivery,16,4,2,4,3,beginner,True,repeat_drill
S00516,F022,F022 Facility,Busia,M017,P089,clinical_officer,2024-08-05,CME_session,neonatal_resuscitation,13,7,3,5,2,beginner,True,repeat_drill
S00517,F008,F008 Facility,Busia,M017,P001,nurse_midwife,2024-09-15,simulation_drill,neonatal_resuscitation,15,7,3,3,5,beginner,True,repeat_drill
S00518,F024,F024 Facility,Kakamega,M009,P099,nurse_midwife,2024-07-29,simulation_drill,PPH,12,4,2,5,4,beginner,True,repeat_drill
S00519,F018,F018 Facility,Bungoma,M009,P072,clinical_officer,2025-06-20,simulation_drill,routine_delivery,10,5,3,4,3,beginner,True,repeat_drill
S00520,F029,F029 Facility,Kiambu,M010,P051,clinical_officer,2024-11-18,bedside_coaching,eclampsia,9,7,3,4,2,intermediate,True,none
S00521,F023,F023 Facility,Kakamega,M003,P059,nurse_midwife,2024-03-29,simulation_drill,neonatal_resuscitation,9,7,3,3,2,intermediate,True,none
S00522,F024,F024 Facility,Busia,M013,P015,clinical_officer,2024-10-07,simulation_drill,eclampsia,10,7,4,3,2,intermediate,True,none
S00523,F002,F002 Facility,Kisumu,M004,P110,clinical_officer,2024-06-08,bedside_coaching,eclampsia,14,13,4,2,5,advanced,False,none
S00524,F019,F019 Facility,Busia,M008,P100,nurse_midwife,2025-01-28,simulation_drill,PPH,13,8,2,4,2,intermediate,True,none
S00525,F030,F030 Facility,Machakos,M007,P006,nurse_midwife,2024-05-28,simulation_drill,eclampsia,10,10,3,5,2,advanced,False,none
S00526,F009,F009 Facility,Kisumu,M017,P053,nurse_midwife,2025-05-23,simulation_drill,routine_delivery,8,6,4,3,2,intermediate,True,none
S00527,F014,F014 Facility,Machakos,M009,P043,nurse_midwife,2024-05-21,CME_session,neonatal_resuscitation,16,11,2,5,3,intermediate,True,none
S00528,F018,F018 Facility,Kisumu,M020,P093,nurse_midwife,2024-05-02,bedside_coaching,PPH,13,11,3,5,5,intermediate,True,none
